产品名称,发货前天数（实际）,发货前天数（计划）,每笔订单利润,销售额预测,每名客户销售额,装运状态,利润率,利润,发货日期,国家,地区,城市,子类别,客户名称,折扣,数量,省/自治区,类别,细分,订单 ID,订单日期,邮寄方式,销售额
"柯尼卡 打印机, 白色",7,6,"1,416","9,769","7,455",延迟装运,19%,"1,416",2015/9/10,中国,华东,上海,设备,黄盛,0%,6,上海,技术,小型企业,CN-2015-4961841,2015/9/3,标准级,"7,455"
"Hon 运输标签, 可调",4,6,1,170,130,提前装运,1%,1,2015/9/8,中国,华北,天津,标签,白忠,0%,3,天津,办公用品,消费者,CN-2015-4214287,2015/9/4,标准级,130
"Enermax 信纸, 回收",4,6,227,"2,300","1,755",提前装运,13%,227,2015/9/8,中国,华北,天津,纸张,白忠,0%,8,天津,办公用品,消费者,CN-2015-4214287,2015/9/4,标准级,"1,755"
"Acco 订书机, 实惠",4,6,221,937,715,提前装运,31%,221,2015/9/8,中国,华北,天津,装订机,白忠,0%,3,天津,办公用品,消费者,CN-2015-4214287,2015/9/4,标准级,715
"Novimex 沙滩椅, 每套两件",4,6,416,"1,474","1,125",提前装运,37%,416,2015/9/8,中国,华北,天津,椅子,白忠,0%,5,天津,家具,消费者,CN-2015-4214287,2015/9/4,标准级,"1,125"
"Breville 微波炉, 白色",5,3,685,"12,835","9,795",延迟装运,7%,685,2015/9/9,中国,中南,深圳,器具,佘虢,0%,7,广东,办公用品,公司,CN-2015-5837615,2015/9/4,二级,"9,795"
"Novimex 凳子, 可调",5,6,701,"2,042","1,558",提前装运,45%,701,2015/9/9,中国,西南,重庆,椅子,韦达侠,0%,2,重庆,家具,公司,CN-2015-5313470,2015/9/4,标准级,"1,558"
"Eaton 备忘录便条, 回收",2,3,40,334,255,提前装运,16%,40,2015/9/7,中国,华东,澄江,纸张,薛芳,0%,4,江苏,办公用品,公司,CN-2015-3438839,2015/9/5,二级,255
"Harbour Creations 折叠椅, 红色",2,3,9,359,274,提前装运,3%,9,2015/9/7,中国,华东,澄江,椅子,薛芳,40%,1,江苏,家具,公司,CN-2015-3438839,2015/9/5,二级,274
"Cameo 邮寄品, 每套 50 个",5,3,256,700,534,延迟装运,48%,256,2015/9/10,中国,中南,肇庆,信封,施黎明,0%,3,广东,办公用品,消费者,CN-2015-5630783,2015/9/5,二级,534
"Acme 大剪刀, 蓝色",5,3,179,"2,137","1,631",延迟装运,11%,179,2015/9/10,中国,中南,肇庆,用品,施黎明,0%,7,广东,办公用品,消费者,CN-2015-5630783,2015/9/5,二级,"1,631"
"Advantus 分层置放架, 耐用",5,3,202,859,655,延迟装运,31%,202,2015/9/10,中国,中南,肇庆,用具,施黎明,0%,6,广东,家具,消费者,CN-2015-5630783,2015/9/5,二级,655
"Smead 搁板, 工业",6,6,41,906,692,准时装运,6%,41,2015/9/11,中国,中南,湛江,收纳具,薛博,0%,3,广东,办公用品,消费者,CN-2015-4162714,2015/9/5,标准级,692
"惠普 复印机, 每套两件",6,6,227,"2,980","2,274",准时装运,10%,227,2015/9/11,中国,中南,湛江,复印机,薛博,0%,2,广东,技术,消费者,CN-2015-4162714,2015/9/5,标准级,"2,274"
"BIC 荧光笔, 整包",7,6,0,587,448,延迟装运,0%,0,2015/9/12,中国,华东,青岛,美术,贺虹,0%,5,山东,办公用品,公司,CN-2015-2508741,2015/9/5,标准级,448
"Office Star 椅垫, 黑色",7,6,337,"1,163",887,延迟装运,38%,337,2015/9/12,中国,华东,青岛,椅子,贺虹,0%,3,山东,家具,公司,CN-2015-2508741,2015/9/5,标准级,887
"SanDisk 信纸, 优质",2,3,38,296,226,提前装运,17%,38,2015/9/8,中国,华北,运城,纸张,陈嫒,0%,1,山西,办公用品,消费者,CN-2015-5966135,2015/9/6,二级,226
"Binney & Smith 画布, 整包",2,3,144,947,723,提前装运,20%,144,2015/9/8,中国,华北,运城,美术,陈嫒,0%,3,山西,办公用品,消费者,CN-2015-5966135,2015/9/6,二级,723
"Ames 邮寄品, 银色",6,6,300,936,714,准时装运,42%,300,2015/9/12,中国,西北,金昌,信封,薛庆缘,0%,4,甘肃,办公用品,公司,US-2015-2995973,2015/9/6,标准级,714
"施乐 备忘录便条, 多色",3,3,1,91,70,准时装运,2%,1,2015/9/10,中国,中南,广州,纸张,邱德,0%,1,广东,办公用品,小型企业,CN-2015-2468928,2015/9/7,二级,70
"Harbour Creations 沙滩椅, 红色",3,3,207,"1,017",776,准时装运,27%,207,2015/9/10,中国,中南,广州,椅子,邱德,10%,3,广东,家具,小型企业,CN-2015-2468928,2015/9/7,二级,776
"Harbour Creations 文件夹标签, 白色",4,6,102,320,244,提前装运,42%,102,2015/9/11,中国,西南,自贡,标签,彭丽雪,0%,6,四川,办公用品,小型企业,CN-2015-4537572,2015/9/7,标准级,244
"GlobeWeis 外皮和封条, 银色",4,6,111,291,222,提前装运,50%,111,2015/9/11,中国,东北,双阳,信封,贾松,0%,2,吉林,办公用品,消费者,CN-2015-1966706,2015/9/7,标准级,222
"Fellowes 搁板, 蓝色",4,6,146,707,540,提前装运,27%,146,2015/9/11,中国,东北,双阳,收纳具,贾松,0%,2,吉林,办公用品,消费者,CN-2015-1966706,2015/9/7,标准级,540
"Stockwell 订书钉, 混合尺寸",4,6,62,240,183,提前装运,34%,62,2015/9/11,中国,中南,洛阳,系固件,俞毅,0%,5,广东,办公用品,消费者,US-2015-5339863,2015/9/7,标准级,183
"Boston 荧光笔, 整包",4,6,-34,187,143,提前装运,-24%,-34,2015/9/11,中国,中南,洛阳,美术,俞毅,20%,2,广东,办公用品,消费者,US-2015-5339863,2015/9/7,标准级,143
"Brother 传真机, 红色",4,6,"-1,656","4,649","3,547",提前装运,-47%,"-1,656",2015/9/11,中国,西南,自贡,复印机,彭丽雪,40%,4,四川,技术,小型企业,CN-2015-4537572,2015/9/7,标准级,"3,547"
"Ames 搭扣信封, 每套 50 个",5,3,15,44,34,延迟装运,44%,15,2015/9/12,中国,东北,佳木斯,信封,陶惠,0%,1,黑龙江,办公用品,消费者,CN-2015-5598912,2015/9/7,二级,34
"Tenex 盒, 金属",5,3,139,571,436,延迟装运,32%,139,2015/9/12,中国,东北,佳木斯,收纳具,陶惠,0%,6,黑龙江,办公用品,消费者,CN-2015-5598912,2015/9/7,二级,436
"Advantus 按钉, 整包",5,6,18,353,269,提前装运,7%,18,2015/9/12,中国,中南,西乡,系固件,邹凤,0%,4,河南,办公用品,消费者,CN-2015-5404138,2015/9/7,标准级,269
"Hon 折叠椅, 可调",5,3,"1,013","3,592","2,741",延迟装运,37%,"1,013",2015/9/12,中国,东北,佳木斯,椅子,陶惠,0%,7,黑龙江,家具,消费者,CN-2015-5598912,2015/9/7,二级,"2,741"
"苹果 办公室电话机, 混合尺寸",5,3,267,833,636,延迟装运,42%,267,2015/9/12,中国,东北,佳木斯,电话,陶惠,0%,2,黑龙江,技术,消费者,CN-2015-5598912,2015/9/7,二级,636
"SanDisk 鼠标, 可编程",5,3,33,487,372,延迟装运,9%,33,2015/9/12,中国,东北,佳木斯,配件,陶惠,0%,2,黑龙江,技术,消费者,CN-2015-5598912,2015/9/7,二级,372
"Hon 折叠椅, 每套两件",4,6,351,"1,535","1,171",提前装运,30%,351,2017/3/20,中国,华东,芜湖,椅子,丁崆,0%,3,安徽,家具,消费者,CN-2017-1619603,2017/3/16,标准级,"1,171"
"Novimex 扶手椅, 黑色",4,6,"2,487","8,357","6,377",提前装运,39%,"2,487",2017/3/20,中国,华东,芜湖,椅子,丁崆,0%,3,安徽,家具,消费者,CN-2017-1619603,2017/3/16,标准级,"6,377"
"Hoover 冰箱, 白色",5,6,"3,671","9,620","7,342",提前装运,50%,"3,671",2017/3/21,中国,中南,广州,器具,徐虹,0%,3,广东,办公用品,公司,CN-2017-3350819,2017/3/16,标准级,"7,342"
"Rogers 盘, 蓝色",5,6,403,"1,509","1,151",提前装运,35%,403,2017/3/21,中国,中南,广州,收纳具,徐虹,0%,4,广东,办公用品,公司,CN-2017-3350819,2017/3/16,标准级,"1,151"
"Acme 美工刀, 锯齿状",5,6,150,633,483,提前装运,31%,150,2017/3/21,中国,中南,广州,用品,徐虹,0%,3,广东,办公用品,公司,CN-2017-3350819,2017/3/16,标准级,483
"Hon 折叠椅, 可调",5,6,211,924,705,提前装运,30%,211,2017/3/21,中国,中南,广州,椅子,徐虹,10%,2,广东,家具,公司,CN-2017-3350819,2017/3/16,标准级,705
"Office Star 扶手椅, 红色",5,6,545,"2,573","1,963",提前装运,28%,545,2017/3/21,中国,中南,广州,椅子,徐虹,10%,1,广东,家具,公司,CN-2017-3350819,2017/3/16,标准级,"1,963"
"Fiskars 开信刀, 工业",6,6,12,325,248,准时装运,5%,12,2017/3/22,中国,中南,仙桃,用品,宋良,40%,3,湖北,办公用品,公司,CN-2017-3226363,2017/3/16,标准级,248
"Hon 木桌, 组装",7,6,"-1,194","5,213","3,978",延迟装运,-30%,"-1,194",2017/3/23,中国,东北,海城,桌子,秦蔓楚,60%,4,辽宁,家具,消费者,CN-2017-4650370,2017/3/16,标准级,"3,978"
"柯尼卡 收据打印机, 耐用",7,6,45,898,685,延迟装运,7%,45,2017/3/23,中国,东北,海城,设备,秦蔓楚,40%,2,辽宁,技术,消费者,CN-2017-4650370,2017/3/16,标准级,685
"Ibico 订书机, 回收",3,1,275,950,725,延迟装运,38%,275,2017/3/20,中国,华东,青州,装订机,邹雯,0%,3,山东,办公用品,消费者,CN-2017-3257417,2017/3/17,一级,725
"Memorex 记忆卡, 回收",3,1,364,"1,224",934,延迟装运,39%,364,2017/3/20,中国,华东,青州,配件,邹雯,0%,2,山东,技术,消费者,CN-2017-3257417,2017/3/17,一级,934
"KitchenAid 炉灶, 黑色",4,6,-53,"4,180","3,190",提前装运,-2%,-53,2017/3/21,中国,西南,成都,器具,薛光,40%,2,四川,办公用品,消费者,CN-2017-4111983,2017/3/17,标准级,"3,190"
"Smead 文件夹标签, 红色",4,6,10,106,81,提前装运,12%,10,2017/3/21,中国,西南,成都,标签,薛光,0%,2,四川,办公用品,消费者,CN-2017-4111983,2017/3/17,标准级,81
"Stanley 记号笔, 混合尺寸",3,1,-164,93,71,延迟装运,-230%,-164,2017/3/21,中国,东北,沈阳,美术,马实,80%,3,辽宁,办公用品,消费者,US-2017-4033000,2017/3/18,一级,71
"Accos 橡皮筋, 金属",4,6,-18,62,47,提前装运,-38%,-18,2017/3/22,中国,华东,绍兴,系固件,陶博,40%,1,浙江,办公用品,消费者,CN-2017-1182921,2017/3/18,标准级,47
"Barricks 电脑桌, 长方形",4,6,-732,"3,489","2,662",提前装运,-28%,-732,2017/3/22,中国,华东,绍兴,桌子,陶博,60%,3,浙江,家具,消费者,CN-2017-1182921,2017/3/18,标准级,"2,662"
"Novimex 摇椅, 每套两件",4,6,-899,"3,924","2,994",提前装运,-30%,-899,2017/3/22,中国,华东,绍兴,椅子,陶博,40%,8,浙江,家具,消费者,CN-2017-1182921,2017/3/18,标准级,"2,994"
"诺基亚 智能手机, 混合尺寸",4,6,188,"1,849","1,411",提前装运,13%,188,2017/3/22,中国,华东,绍兴,电话,陶博,40%,4,浙江,技术,消费者,CN-2017-1182921,2017/3/18,标准级,"1,411"
"Advantus 按钉, 整包",2,1,18,353,269,延迟装运,7%,18,2017/3/21,中国,华北,邯郸,系固件,陶武,0%,4,河北,办公用品,公司,CN-2017-5443541,2017/3/19,一级,269
"夏普 传真复印机, 红色",2,1,"1,580","7,140","5,449",延迟装运,29%,"1,580",2017/3/21,中国,华北,邯郸,复印机,陶武,0%,7,河北,技术,公司,CN-2017-5443541,2017/3/19,一级,"5,449"
"Dania 搁架, 金属",4,6,662,"7,226","5,514",提前装运,12%,662,2017/3/23,中国,华北,张家口,书架,黄磊,0%,7,河北,家具,消费者,CN-2017-1374105,2017/3/19,标准级,"5,514"
"Eldon 分层置放架, 耐用",4,6,279,"1,221",932,提前装运,30%,279,2017/3/23,中国,华北,张家口,用具,黄磊,0%,7,河北,家具,消费者,CN-2017-1374105,2017/3/19,标准级,932
"爱普生 计算器, 多色",4,6,78,568,433,提前装运,18%,78,2017/3/23,中国,华北,张家口,设备,黄磊,0%,2,河北,技术,消费者,CN-2017-1374105,2017/3/19,标准级,433
"Harbour Creations 合法证物标签, 可调",5,6,2,379,289,提前装运,1%,2,2017/3/24,中国,中南,平顶山,标签,施莲,0%,7,河南,办公用品,消费者,CN-2017-4650370,2017/3/19,标准级,289
"Cameo 马尼拉纸信封, 银色",1,1,3,180,137,准时装运,2%,3,2017/3/21,中国,华东,仪征,信封,庄菊,0%,1,江苏,办公用品,消费者,US-2017-5260002,2017/3/20,一级,137
"Advantus 相框, 黑色",1,1,-87,972,742,准时装运,-12%,-87,2017/3/21,中国,华东,仪征,用具,庄菊,40%,5,江苏,家具,消费者,US-2017-5260002,2017/3/20,一级,742
"宜家 古典书架, 金属",2,3,269,"5,029","3,838",提前装运,7%,269,2017/3/22,中国,东北,双鸭山,书架,白立,0%,2,黑龙江,家具,公司,US-2017-3266914,2017/3/20,二级,"3,838"
"Memorex 记忆卡, 回收",2,3,546,"1,836","1,401",提前装运,39%,546,2017/3/22,中国,东北,双鸭山,配件,白立,0%,3,黑龙江,技术,公司,US-2017-3266914,2017/3/20,二级,"1,401"
"Stockwell 夹子, 金属",5,3,-32,71,54,延迟装运,-58%,-32,2017/3/25,中国,西北,肃州,系固件,罗嫒,40%,1,甘肃,办公用品,小型企业,US-2017-5260002,2017/3/20,二级,54
"Hamilton Beach 烤面包机, 银色",6,6,-196,641,489,准时装运,-40%,-196,2017/3/26,中国,东北,丹东,器具,贺婉,40%,3,辽宁,办公用品,公司,CN-2017-3226363,2017/3/20,标准级,489
"OIC 回形针, 每包 12 个",6,6,-237,712,543,准时装运,-44%,-237,2017/3/26,中国,东北,丹东,系固件,贺婉,40%,14,辽宁,办公用品,公司,CN-2017-3226363,2017/3/20,标准级,543
"Ibico 标签, 实惠",6,6,-28,65,50,准时装运,-55%,-28,2017/3/26,中国,东北,丹东,装订机,贺婉,40%,2,辽宁,办公用品,公司,CN-2017-3226363,2017/3/20,标准级,50
"Acme 美工刀, 工业",6,6,-221,723,552,准时装运,-40%,-221,2017/3/26,中国,华东,温州,用品,孙荷,40%,5,浙江,办公用品,公司,US-2017-3108610,2017/3/20,标准级,552
"Sauder 搁架, 白色",6,6,-525,"2,170","1,656",准时装运,-32%,-525,2017/3/26,中国,华东,温州,书架,孙荷,40%,3,浙江,家具,公司,US-2017-3108610,2017/3/20,标准级,"1,656"
"佳能 传真复印机, 彩色",6,6,-558,"1,415","1,080",准时装运,-52%,-558,2017/3/26,中国,东北,丹东,复印机,贺婉,40%,2,辽宁,技术,公司,CN-2017-3226363,2017/3/20,标准级,"1,080"
"摩托罗拉 充电器, 混合尺寸",6,6,"-5,061","14,211","10,845",准时装运,-47%,"-5,061",2017/3/26,中国,东北,丹东,电话,贺婉,40%,6,辽宁,技术,公司,CN-2017-3226363,2017/3/20,标准级,"10,845"
"Hewlett 传真复印机, 彩色",7,6,36,"2,376","1,814",延迟装运,2%,36,2017/3/27,中国,东北,长春,复印机,程宁,0%,2,吉林,技术,公司,US-2017-3693431,2017/3/20,标准级,"1,814"
"Hewlett 墨水, 数字化",7,6,581,"2,721","2,076",延迟装运,28%,581,2017/3/27,中国,东北,长春,复印机,程宁,0%,3,吉林,技术,公司,US-2017-3693431,2017/3/20,标准级,"2,076"
"Kraft 局间信封, 回收",4,6,119,559,427,提前装运,28%,119,2017/3/25,中国,中南,广州,信封,戴康,0%,2,广东,办公用品,消费者,CN-2017-3807036,2017/3/21,标准级,427
"Boston 画布, 蓝色",6,6,-18,262,200,准时装运,-9%,-18,2017/3/27,中国,中南,塘坪,美术,邹妮,20%,1,广东,办公用品,公司,CN-2017-2875530,2017/3/21,标准级,200
"Wilson Jones 订书机, 回收",6,6,110,"2,413","1,841",准时装运,6%,110,2017/3/27,中国,中南,塘坪,装订机,邹妮,0%,8,广东,办公用品,公司,CN-2017-2875530,2017/3/21,标准级,"1,841"
"OIC 订书钉, 整包",6,6,14,69,53,准时装运,27%,14,2017/3/27,中国,西南,重庆,系固件,韦君,0%,1,重庆,办公用品,公司,CN-2017-2405576,2017/3/21,标准级,53
"Deflect-O 相框, 黑色",6,6,10,317,242,准时装运,4%,10,2017/3/27,中国,中南,塘坪,用具,邹妮,0%,1,广东,家具,公司,CN-2017-2875530,2017/3/21,标准级,242
"冲电器 计算器, 耐用",6,6,44,"1,923","1,467",准时装运,3%,44,2017/3/27,中国,中南,塘坪,设备,邹妮,0%,6,广东,技术,公司,CN-2017-2875530,2017/3/21,标准级,"1,467"
"思科 音频基座, 混合尺寸",6,6,543,"7,916","6,041",准时装运,9%,543,2017/3/27,中国,西南,重庆,电话,韦君,0%,7,重庆,技术,公司,CN-2017-2405576,2017/3/21,标准级,"6,041"
"Dania 书架, 传统",7,6,755,"5,205","3,972",延迟装运,19%,755,2017/3/28,中国,华东,上海,书架,潘荷,0%,7,上海,家具,小型企业,CN-2017-4200185,2017/3/21,标准级,"3,972"
"Jiffy 外皮和封条, 红色",2,3,27,144,110,提前装运,25%,27,2017/3/25,中国,华东,文登,信封,李蔓楚,0%,1,山东,办公用品,小型企业,US-2017-2513055,2017/3/23,二级,110
"Tenex 盒, 蓝色",2,3,60,202,154,提前装运,39%,60,2017/3/25,中国,华东,文登,收纳具,李蔓楚,0%,2,山东,办公用品,小型企业,US-2017-2513055,2017/3/23,二级,154
"Eldon 框架, 优质",2,3,740,"2,107","1,608",提前装运,46%,740,2017/3/26,中国,中南,益阳,用具,贺立,0%,3,湖南,家具,公司,US-2017-3405401,2017/3/24,二级,"1,608"
"Fellowes 搁板, 工业",4,6,375,"1,070",816,提前装运,46%,375,2017/3/28,中国,华东,景德镇,收纳具,顾黎明,0%,3,江西,办公用品,消费者,CN-2017-2548759,2017/3/24,标准级,816
"SanDisk 备忘录便条, 多色",4,6,80,337,257,提前装运,31%,80,2017/3/28,中国,华东,景德镇,纸张,顾黎明,0%,3,江西,办公用品,消费者,CN-2017-2548759,2017/3/24,标准级,257
"Harbour Creations 扶手椅, 每套两件",4,6,"2,109","14,550","11,103",提前装运,19%,"2,109",2017/3/28,中国,华东,景德镇,椅子,顾黎明,0%,5,江西,家具,消费者,CN-2017-2548759,2017/3/24,标准级,"11,103"
"Fiskars 剪刀, 钢",5,3,126,"1,380","1,053",延迟装运,12%,126,2017/3/29,中国,东北,哈尔滨,用品,邱芯,0%,10,黑龙江,办公用品,消费者,CN-2017-3230180,2017/3/24,二级,"1,053"
"Eldon 闹钟, 黑色",5,3,364,"1,037",791,延迟装运,46%,364,2017/3/29,中国,东北,哈尔滨,用具,邱芯,0%,3,黑龙江,家具,消费者,CN-2017-3230180,2017/3/24,二级,791
"Hoover 搅拌机, 白色",6,6,329,"1,166",890,准时装运,37%,329,2017/3/30,中国,中南,揭阳,器具,朱丽丽,0%,2,广东,办公用品,小型企业,CN-2017-5491871,2017/3/24,标准级,890
"Avery 装订机, 回收",6,6,0,162,124,准时装运,0%,0,2017/3/30,中国,中南,揭阳,装订机,朱丽丽,0%,2,广东,办公用品,小型企业,CN-2017-5491871,2017/3/24,标准级,124
"Breville 搅拌机, 白色",6,6,74,"1,081",825,准时装运,9%,74,2017/3/30,中国,西北,西安,器具,贺晨,0%,2,陕西,办公用品,小型企业,CN-2017-1290698,2017/3/24,标准级,825
"Eaton 备忘录便条, 回收",6,6,50,417,319,准时装运,16%,50,2017/3/30,中国,西北,阿克苏,纸张,肖保,0%,5,新疆,办公用品,消费者,CN-2017-1090625,2017/3/24,标准级,319
"Wilson Jones 打孔机, 耐用",6,6,443,"1,262",963,准时装运,46%,443,2017/3/30,中国,西北,阿克苏,装订机,肖保,0%,7,新疆,办公用品,消费者,CN-2017-1090625,2017/3/24,标准级,963
"SAFCO 凳子, 黑色",6,6,46,911,695,准时装运,7%,46,2017/3/30,中国,中南,揭阳,椅子,朱丽丽,10%,1,广东,家具,小型企业,CN-2017-5491871,2017/3/24,标准级,695
"Rubvermaid 相框, 优质",6,6,164,616,470,准时装运,35%,164,2017/3/30,中国,中南,揭阳,用具,朱丽丽,0%,2,广东,家具,小型企业,CN-2017-5491871,2017/3/24,标准级,470
"Advantus 灯泡, 优质",6,6,78,"1,029",785,准时装运,10%,78,2017/3/30,中国,西北,西安,用具,贺晨,0%,9,陕西,家具,小型企业,CN-2017-1290698,2017/3/24,标准级,785
"Hon 培训桌, 长方形",6,6,-308,"2,424","1,850",准时装运,-17%,-308,2017/3/30,中国,西北,阿克苏,桌子,肖保,40%,2,新疆,家具,消费者,CN-2017-1090625,2017/3/24,标准级,"1,850"
"Hon 凳子, 黑色",6,6,45,"5,915","4,514",准时装运,1%,45,2017/3/30,中国,西北,阿克苏,椅子,肖保,0%,6,新疆,家具,消费者,CN-2017-1090625,2017/3/24,标准级,"4,514"
"Memorex 鼠标, 回收",6,6,65,477,364,准时装运,18%,65,2017/3/30,中国,中南,揭阳,配件,朱丽丽,0%,3,广东,技术,小型企业,CN-2017-5491871,2017/3/24,标准级,364
"惠普 个人复印机, 数字化",6,6,220,758,578,准时装运,38%,220,2017/3/30,中国,西北,阿克苏,复印机,肖保,0%,1,新疆,技术,消费者,CN-2017-1090625,2017/3/24,标准级,578
"Deflect-O 闹钟, 优质",2,3,-110,359,274,提前装运,-40%,-110,2017/3/27,中国,华东,扬州,用具,赖芳茵,40%,2,江苏,家具,公司,US-2017-2998954,2017/3/25,二级,274
"Sauder 书库, 传统",2,3,"2,334","7,111","5,427",提前装运,43%,"2,334",2017/3/27,中国,西北,西安,书架,邓康,0%,3,陕西,家具,消费者,CN-2017-2257547,2017/3/25,二级,"5,427"
"Office Star 沙滩椅, 红色",2,3,65,339,259,提前装运,25%,65,2017/3/27,中国,西北,西安,椅子,邓康,0%,1,陕西,家具,消费者,CN-2017-2257547,2017/3/25,二级,259
"Kraft 外皮和封条, 回收",7,6,76,354,270,延迟装运,28%,76,2017/4/1,中国,中南,佛山,信封,洪光,0%,3,广东,办公用品,公司,CN-2017-2633315,2017/3/25,标准级,270
"Avery 打孔机, 透明",7,6,183,669,510,延迟装运,36%,183,2017/4/1,中国,中南,佛山,装订机,洪光,0%,4,广东,办公用品,公司,CN-2017-2633315,2017/3/25,标准级,510
"Fiskars 美工刀, 钢",0,0,8,641,489,准时装运,2%,8,2017/3/26,中国,华东,张家港,用品,麦实,40%,5,江苏,办公用品,公司,US-2017-1070056,2017/3/26,当日,489
"Cardinal 孔加固材料, 透明",0,0,-59,159,121,准时装运,-49%,-59,2017/3/26,中国,华东,张家港,装订机,麦实,40%,9,江苏,办公用品,公司,US-2017-1070056,2017/3/26,当日,121
"Harbour Creations 扶手椅, 每套两件",0,0,"-2,332","8,730","6,662",准时装运,-35%,"-2,332",2017/3/26,中国,华东,张家港,椅子,麦实,40%,5,江苏,家具,公司,US-2017-1070056,2017/3/26,当日,"6,662"
